"","Kingdom","Phylum","Class","Order","Family","Genus","Species","Guild"
"X_19129","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Cladobotryum","apiculatum","Mycoparasite"
"X_19131","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Incrustoporiaceae","Skeletocutis","Unidentified","Unassigned"
"X_19151","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_19156","Fungi","Mucoromycota","Endogonomycetes","GS21","GS21_fam_Incertae_sedis","GS21_gen_Incertae_sedis","Unidentified","Unidentified"
"X_19161","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Hyphodontia","Unidentified","Unassigned"
"X_19167","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Knufia","Unidentified","Unassigned"
"X_19181","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_19184","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19185","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19193","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Lecanicillium","fungicola","Unassigned"
"X_19216","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_19234","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19235","Fungi","Basidiomycota","Agaricomycetes","Russulales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19238","Fungi","Chytridiomycota","Chytridiomycetes","Chytridiomycetes_ord_Incertae_sedis","Chytridiomycetes_fam_Incertae_sedis","Blyttiomyces","helicus","Unassigned"
"X_19251","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Unidentified","Unassigned"
"X_19257","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_19259","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19260","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_19270","Fungi","Ascomycota","Candelariomycetes","Candelariales","Pycnoraceae","Pycnora","Unidentified","Unassigned"
"X_19281","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19293","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","wellingtonense","Unassigned"
"X_19306","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19307","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19310","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_19321","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Unidentified","EcMF"
"X_19331","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_19335","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora","caucasica","Unassigned"
"X_19336","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19343","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavulinopsis","Unidentified","Unassigned"
"X_19348","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19355","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavariaceae_gen_Incertae_sedis","Unidentified","Unidentified"
"X_19358","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19392","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19406","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19413","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Camarophyllopsis","Unidentified","Unassigned"
"X_19418","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaeta","Unidentified","Unassigned"
"X_19422","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19429","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_19464","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","clandestinum","Unassigned"
"X_19467","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Botryobasidiaceae","Botryobasidium","Unidentified","Unassigned"
"X_19479","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Cudoniella","acicularis","Unassigned"
"X_19491","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19492","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19495","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gomphaceae","Ceratellopsis","acuminata","Unassigned"
"X_19513","Viridiplantae","Anthophyta","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19532","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19557","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19566","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19590","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19592","Viridiplantae","Anthophyta","Eudicotyledonae","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19598","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19608","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Unidentified","EcMF"
"X_19612","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19614","Viridiplantae","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19618","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Unidentified","Unidentified","Unidentified"
"X_19625","Fungi","Mucoromycota","Endogonomycetes","Endogonales","Endogonales_fam_Incertae_sedis","Endogonales_gen_Incertae_sedis","Unidentified","Unidentified"
"X_19634","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19646","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora","cohaerens","Unassigned"
"X_19652","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentellopsis","zygodesmoides","EcMF"
"X_19653","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19657","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Arachnopeziza","Unidentified","Unassigned"
"X_19669","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales","Kickxellales_fam_Incertae_sedis","Kickxellales_gen_Incertae_sedis","Unidentified","Unidentified"
"X_19670","Fungi","Calcarisporiellomycota","Calcarisporiellomycetes","Calcarisporiellales","Calcarisporiellaceae","Calcarisporiella","Unidentified","Unassigned"
"X_19671","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","Branch03","Branch03_fam_Incertae_sedis","Branch03_gen_Incertae_sedis","Unidentified","Unidentified"
"X_19688","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19692","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Alboleptonia","sericella","Unassigned"
"X_19698","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Unidentified","Endophyte"
"X_19723","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19750","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19752","Fungi","Zoopagomycota","Zoopagomycetes","Zoopagales","Piptocephalidaceae","Syncephalis","Unidentified","Mycoparasite"
"X_19753","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_19762","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19770","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Galerina","stylifera","Unassigned"
"X_19777","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19781","Fungi","Kickxellomycota","Ramicandelaberomycetes","Ramicandelaberales","Ramicandelaberaceae","Ramicandelaber","Unidentified","Unassigned"
"X_19793","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Unidentified","Unassigned"
"X_19798","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meripilaceae","Rigidoporus","cuneatus","Unassigned"
"X_19828","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis","Unidentified","Unassigned"
"X_19840","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Heterocephalacria","Unidentified","Unassigned"
"X_19848","Viridiplantae","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19850","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiales_fam_Incertae_sedis","Rhizophydiales_gen_Incertae_sedis","Unidentified","Unidentified"
"X_19861","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19863","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19865","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Thaumatomonadida","Thaumatomastigidae","Thaumatomonas","Unidentified","Unassigned"
"X_19870","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19872","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19876","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19886","Fungi","Aphelidiomycota","Aphelidiomycota_cls_Incertae_sedis","Aphelidiomycota_ord_Incertae_sedis","Aphelidiomycota_fam_Incertae_sedis","Aphelidiomycota_gen_Incertae_sedis","Unidentified","Unidentified"
"X_19889","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","radicina","Unassigned"
"X_19891","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19894","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","angularis","Other_RAF"
"X_19898","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19910","Fungi","Chytridiomycota","Lobulomycetes","Lobulomycetales","Lobulomycetaceae","Alogomyces","tanneri","Unassigned"
"X_19912","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19919","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Durella","macrospora","Unassigned"
"X_19927","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19937","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","vibratilis","EcMF"
"X_19957","Metazoa","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19960","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19982","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19987","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19989","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19990","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_19993","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Phlebia","brevispora","Unassigned"
"X_20010","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_20018","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Haptocillium","Unidentified","Nematophagous"
"X_20020","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidaceae","Rhizophlyctis","rosea","Unassigned"
"X_20101","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_20133","Fungi","Basidiomycota","Agaricomycetes","Russulales","Lachnocladiaceae","Scytinostroma","Unidentified","Unassigned"
"X_20141","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_20150","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_20156","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_20159","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_20165","Fungi","Mucoromycota","Endogonomycetes","GS22","GS22_fam_Incertae_sedis","GS22_gen_Incertae_sedis","Unidentified","Unidentified"
"X_20179","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_20181","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Phialocephala","Unidentified","Endophyte"
"X_20191","Metazoa","Metazoa_phy_Incertae_sedis","Metazoa_cls_Incertae_sedis","Metazoa_ord_Incertae_sedis","Metazoa_fam_Incertae_sedis","Metazoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_20195","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_20201","Fungi","Chytridiomycota","Chytridiomycota_cls_Incertae_sedis","Chytridiomycota_ord_Incertae_sedis","Chytridiomycota_fam_Incertae_sedis","Chytridiomycota_gen_Incertae_sedis","Unidentified","Unidentified"
"X_20219","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_20220","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Unidentified","EcMF"
"X_20222","Metazoa","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_20223","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Litschauerella","Unidentified","Unassigned"
"X_20231","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_20257","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Ramariopsis","Unidentified","Unassigned"
"X_20258","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_20262","Viridiplantae","Anthophyta","Eudicotyledonae","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_20267","Fungi","Ascomycota","Leotiomycetes","Helotiales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_20272","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_20301","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Capronia","pulcherrima","Endophyte"
